tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Environmental Science,1270,University of Maryland,Brian,,Needelman,1050012,0,zero,TEACHER,PROFESSOR,N/A
Plant & Soil Science,1270,University of Maryland,Maile,,Neel,2561558,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Judd,,Nelson,199420,18,average,TEACHER,PROFESSOR,3.4
Business,1270,University of Maryland,Brian,,Nelson,1178366,8,poor,TEACHER,PROFESSOR,2.0
Sociology,1270,University of Maryland,Amber,,Nelson,1226829,3,good,TEACHER,PROFESSOR,4.0
American Studies,1270,University of Maryland,Andrew,,Nelson,1336024,1,good,TEACHER,PROFESSOR,5.0
Communication,1270,University of Maryland,Sarah,,Nelson,2034718,4,good,TEACHER,PROFESSOR,4.5
English,1270,University of Maryland,Patrick,,Nelson,2133503,5,good,TEACHER,PROFESSOR,5.0
Information Science,1270,University of Maryland,Tammie,,Nelson,2384317,5,good,TEACHER,PROFESSOR,5.0
Journalism,1270,University of Maryland,Deborah,,Nelson,938197,12,average,TEACHER,PROFESSOR,3.4
English,1270,University of Maryland,Karen,,Nelson,1233953,3,good,TEACHER,PROFESSOR,5.0
Political Science,1270,University of Maryland,A,,Nemeth,1142193,1,good,TEACHER,PROFESSOR,4.5
Economics,1270,University of Maryland,John,,Neri,589757,134,average,TEACHER,PROFESSOR,2.9
Education,1270,University of Maryland,Deb,,Neubert,2785181,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Stanley,,Neuder,878483,9,poor,TEACHER,PROFESSOR,1.4
Information Science,1270,University of Maryland,Delia,,Neuman,926556,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1270,University of Maryland,Alan,,Neustadtl,940151,11,good,TEACHER,PROFESSOR,4.0
Information Science,1270,University of Maryland,Eric,,Newburger,2490455,22,average,TEACHER,PROFESSOR,2.5
Economics,1270,University of Maryland,David,,Newburn,2626653,6,poor,TEACHER,PROFESSOR,1.7
Engineering,1270,University of Maryland,Robert,,Newcomb,2281745,1,average,TEACHER,PROFESSOR,3.0
Speech & Hearing Sciences,1270,University of Maryland,Rochelle,,Newman,933921,6,poor,TEACHER,PROFESSOR,1.8
Biology,1270,University of Maryland,Magdalene,,Ngeve,2748962,3,good,TEACHER,PROFESSOR,3.7
Economics,1270,University of Maryland,Quynh,,Nguyen,1268323,2,poor,TEACHER,PROFESSOR,2.2
Mechanical Engineering,1270,University of Maryland,Vincent,,Nguyen,1910490,5,good,TEACHER,PROFESSOR,3.5
Communication,1270,University of Maryland,Annie,,Nichols,2227285,1,good,TEACHER,PROFESSOR,5.0
Communication,1270,University of Maryland,Annie Laurie,,Nichols,2319113,1,good,TEACHER,PROFESSOR,5.0
African-American Studies,1270,University of Maryland,Jason,,Nichols,1119852,32,average,TEACHER,PROFESSOR,3.2
Chemistry,1270,University of Maryland,Zhihong,,Nie,2261103,1,poor,TEACHER,PROFESSOR,2.0
Engineering,1270,University of Maryland,Deb,,Niemier,2747414,1,poor,TEACHER,PROFESSOR,2.0
Atmospheric amp Oceanic Sciences,1270,University of Maryland,Sumant,,Nigam,2485313,0,zero,TEACHER,PROFESSOR,N/A
Journalism,1270,University of Maryland,Gagan,,Nirula,2625318,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1270,University of Maryland,Ricardo,,Nochetto,968733,2,poor,TEACHER,PROFESSOR,1.8
Landscape Architecture & Regional Planning,1270,University of Maryland,Dennis,,Nola,1928776,14,good,TEACHER,PROFESSOR,4.3
English,1270,University of Maryland,Elizabeth,,Nonemaker,2660011,1,good,TEACHER,PROFESSOR,5.0
Computer Science,1270,University of Maryland,David,,Noonan,1796903,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Howard,,Norman,621541,2,average,TEACHER,PROFESSOR,3.0
Psychology,1270,University of Maryland,Kent,,Norman,833526,4,good,TEACHER,PROFESSOR,4.6
Architecture,1270,University of Maryland,Elijah,,Northen,2703404,1,good,TEACHER,PROFESSOR,5.0
Linguistics,1270,University of Maryland,Jared,,Novick,2200267,15,good,TEACHER,PROFESSOR,4.8
Languages,1270,University of Maryland,Justin,,Nuger,1514024,1,good,TEACHER,PROFESSOR,5.0
English,1270,University of Maryland,Zita,,Nunes,179429,16,good,TEACHER,PROFESSOR,4.0
English,1270,University of Maryland,Alexandria,Jochebed,Nunn,2615702,2,good,TEACHER,PROFESSOR,4.0
Communication,1270,University of Maryland,Raimonda,,Nuredini,2567464,1,good,TEACHER,PROFESSOR,5.0
Honors,1270,University of Maryland,Temim,,Nusraty,1832001,5,good,TEACHER,PROFESSOR,5.0
Journalism,1270,University of Maryland,Andrew,,Nynka,1877999,1,good,TEACHER,PROFESSOR,5.0
Dance,1270,University of Maryland,Diedre,,Nyota-Dawkins,1251673,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,David,,O''Brochta,1718058,4,good,TEACHER,PROFESSOR,3.7
Psychology,1270,University of Maryland,Kelly,,O'Brien,1229634,3,good,TEACHER,PROFESSOR,5.0
Psychology,1270,University of Maryland,Karen,,O'Brien,155020,14,good,TEACHER,PROFESSOR,3.8
Biology,1270,University of Maryland,Tammatha,,O'Brien,1393596,60,average,TEACHER,PROFESSOR,2.9
Biology,1270,University of Maryland,Tamatha,,O'brien,2601649,2,average,TEACHER,PROFESSOR,3.0
Biology,1270,University of Maryland,Dennis,,O'Connor,746880,41,poor,TEACHER,PROFESSOR,2.1
English,1270,University of Maryland,Samantha,,O'Connor,2479761,2,good,TEACHER,PROFESSOR,3.5
Psychology,1270,University of Maryland,Kevin,,O'Grady,1411705,0,zero,TEACHER,PROFESSOR,N/A
Information Science,1270,University of Maryland,Ryan,,O'Grady,2403492,5,good,TEACHER,PROFESSOR,5.0
Public Health,1270,University of Maryland,Jessica,,O'Hara,2033501,14,good,TEACHER,PROFESSOR,4.5
English,1270,University of Maryland,Lindsey,,O'Neil,2259340,3,good,TEACHER,PROFESSOR,5.0
Psychology,1270,University of Maryland,Meg,,O'Neill,2304094,13,good,TEACHER,PROFESSOR,4.4
Psychology,1270,University of Maryland,Meagan,M,O'Neill,2379947,5,good,TEACHER,PROFESSOR,4.8
English,1270,University of Maryland,Katherine,,O'Neill,2440011,3,good,TEACHER,PROFESSOR,4.7
Computer Science,1270,University of Maryland,Doug,,Oard,2317148,9,good,TEACHER,PROFESSOR,3.8
Economics,1270,University of Maryland,Wallace,,Oates,1268324,0,zero,TEACHER,PROFESSOR,N/A
Journalism,1270,University of Maryland,Sarah,,Oates,2313750,5,good,TEACHER,PROFESSOR,4.8
Finance,1270,University of Maryland,Anna,,Obizhaeva,1145298,3,good,TEACHER,PROFESSOR,4.0
Biology,1270,University of Maryland,Dennis,,Oconnor,1180877,4,poor,TEACHER,PROFESSOR,1.1
Philosophy,1270,University of Maryland,Jack,,Odell,582497,26,average,TEACHER,PROFESSOR,2.5
Mathematics,1270,University of Maryland,Eric,,Oden,2599485,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Lakisha,,Odlum,996810,2,good,TEACHER,PROFESSOR,5.0
Communication,1270,University of Maryland,Nneka,,Ofulue,970450,18,poor,TEACHER,PROFESSOR,2.2
Information Science,1270,University of Maryland,Chi,Young,Oh,2261906,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Ose,,Ojeahere,1374714,2,average,TEACHER,PROFESSOR,2.5
Psychology,1270,University of Maryland,Brooke,,Okada,2380147,1,good,TEACHER,PROFESSOR,5.0
Music,1270,University of Maryland,Kyoko,,Okamoto,931081,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Uchechi,,Okereke-Beshel,2252541,9,good,TEACHER,PROFESSOR,4.3
Landscape Architecture & Regional Planning,1270,University of Maryland,Kelley,,Oklesson,2598932,3,good,TEACHER,PROFESSOR,5.0
Landscape Architecture & Regional Planning,1270,University of Maryland,Kelly,,Oklesson,2672222,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1270,University of Maryland,Kasso,,Okoudjou,940473,30,average,TEACHER,PROFESSOR,3.0
Kinesiology,1270,University of Maryland,Marcio,,Oliveira,1137287,8,average,TEACHER,PROFESSOR,2.9
English,1270,University of Maryland,Robert,,Oliver,2577593,1,good,TEACHER,PROFESSOR,5.0
Public Health,1270,University of Maryland,Kendyl,,Oliver,2656244,0,zero,TEACHER,PROFESSOR,N/A
Astronomy,1270,University of Maryland,Robert,,Olling,1757126,2,poor,TEACHER,PROFESSOR,1.5
Economics,1270,University of Maryland,Scott,W,Olmacher,2715912,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Michael,,Olmert,201902,35,good,TEACHER,PROFESSOR,3.8
Astronomy,1270,University of Maryland,Alice,,Olmstead,1820091,1,good,TEACHER,PROFESSOR,4.5
English,1270,University of Maryland,Porter,,Olsen,2324617,2,good,TEACHER,PROFESSOR,4.5
Economics,1270,University of Maryland,Charles,,Olson,180419,6,good,TEACHER,PROFESSOR,3.5
History,1270,University of Maryland,Keith,,Olson,309514,21,good,TEACHER,PROFESSOR,4.0
English,1270,University of Maryland,Amanda,,Olson,1639218,0,zero,TEACHER,PROFESSOR,N/A
Communication,1270,University of Maryland,Jade,,Olson,2433963,4,good,TEACHER,PROFESSOR,5.0
Economics,1270,University of Maryland,Lars,J,Olson,1953639,7,poor,TEACHER,PROFESSOR,2.4
Spanish,1270,University of Maryland,Carla,,Onate,2439276,3,good,TEACHER,PROFESSOR,5.0
Chemistry,1270,University of Maryland,John,,Ondov,306995,58,poor,TEACHER,PROFESSOR,1.9
English,1270,University of Maryland,Randy,,Ontiveros,2493423,4,good,TEACHER,PROFESSOR,4.8
Computer Science,1270,University of Maryland,Akwum,,Onwunta,2468011,1,poor,TEACHER,PROFESSOR,1.0
Fine Arts,1270,University of Maryland,Chika,,Onyenezi,2649600,7,good,TEACHER,PROFESSOR,4.8
Biology,1270,University of Maryland,Justicia,,Opoku,806047,59,average,TEACHER,PROFESSOR,3.1
Biology,1270,University of Maryland,Justicia,,Opoku-Edusei,1334285,11,average,TEACHER,PROFESSOR,2.9
Animal Science,1270,University of Maryland,Amy,,Ordakowski-Burk,994935,6,good,TEACHER,PROFESSOR,4.4
Psychology,1270,University of Maryland,Edward,,Orehek,1015439,9,good,TEACHER,PROFESSOR,4.2
English,1270,University of Maryland,Pam,,Orel,1829768,2,good,TEACHER,PROFESSOR,4.8
English,1270,University of Maryland,Pamela,,Orel,2690825,0,zero,TEACHER,PROFESSOR,N/A
French,1270,University of Maryland,Valerie,,Orlando,940720,7,good,TEACHER,PROFESSOR,4.8
English Language & Literature,1270,University of Maryland,Jacqueline,,Orlando,1186893,3,good,TEACHER,PROFESSOR,4.0
Physics,1270,University of Maryland,Luis,,Orozco,942925,3,good,TEACHER,PROFESSOR,4.0
Anthropology,1270,University of Maryland,Yancey,,Orr,2498315,3,average,TEACHER,PROFESSOR,3.3
Mathematics,1270,University of Maryland,Santuria,,Orsetti,244361,31,good,TEACHER,PROFESSOR,4.5
Women's Studies,1270,University of Maryland,Tony,,Ortins,1069075,0,zero,TEACHER,PROFESSOR,N/A
Speech amp Hearing Sciences,1270,University of Maryland,Jose,,Ortiz,2321980,3,good,TEACHER,PROFESSOR,4.7
Engineering,1270,University of Maryland,Yavuz A.,,Oruc,694615,5,good,TEACHER,PROFESSOR,4.4
Information Science,1270,University of Maryland,Taylor,,Oshan,2734242,3,poor,TEACHER,PROFESSOR,1.3
Astronomy,1270,University of Maryland,Eve,,Ostriker,928054,4,good,TEACHER,PROFESSOR,3.8
African-American Studies,1270,University of Maryland,Chinyere,,Osuji,2779966,1,good,TEACHER,PROFESSOR,5.0
Communication,1270,University of Maryland,Faith,,Otchere,2749260,2,good,TEACHER,PROFESSOR,4.0
Asian Studies,1270,University of Maryland,Shuji,,Otsuka,1664602,7,average,TEACHER,PROFESSOR,2.9
Engineering,1270,University of Maryland,Edward,,Ott,1247246,0,zero,TEACHER,PROFESSOR,N/A
Plant & Soil Science,1270,University of Maryland,Andrea,,Ottesen,1251837,0,zero,TEACHER,PROFESSOR,N/A
Quality Management,1270,University of Maryland,Joseph,,Oudin,2451360,3,average,TEACHER,PROFESSOR,3.3
Physics,1270,University of Maryland,Min,,Ouyang,840400,6,good,TEACHER,PROFESSOR,3.9
Journalism,1270,University of Maryland,Steven,,Overly,1836361,2,average,TEACHER,PROFESSOR,2.8
French,1270,University of Maryland,Dorothee,,Polanz,1048935,5,good,TEACHER,PROFESSOR,4.7
English,1270,University of Maryland,Nicolette,,Polek,2419712,7,good,TEACHER,PROFESSOR,4.3
Computer Science,1270,University of Maryland,Mihai,,Pop,2145964,7,good,TEACHER,PROFESSOR,4.8
Communication,1270,University of Maryland,Cassondra,,Pope,2082960,13,good,TEACHER,PROFESSOR,4.5
Science,1270,University of Maryland,Tom,,Porter,223525,3,average,TEACHER,PROFESSOR,3.0
Criminal Justice,1270,University of Maryland,Lauren,,Porter,2213724,7,good,TEACHER,PROFESSOR,4.2
Germanic  Russian Studies,1270,University of Maryland,James,,Porter,2279022,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1270,University of Maryland,Adam,,Porter,2412300,2,average,TEACHER,PROFESSOR,3.0
Germanic & Russian Studies,1270,University of Maryland,James,Alex,Porter,2446420,1,good,TEACHER,PROFESSOR,4.0
Sociology,1270,University of Maryland,Marek,,Posard,2053724,4,good,TEACHER,PROFESSOR,5.0
Geography,1270,University of Maryland,Peter,,Potapov,2225742,2,poor,TEACHER,PROFESSOR,1.0
Music,1270,University of Maryland,Craig,,Potter,2688464,2,good,TEACHER,PROFESSOR,5.0
Chemistry,1270,University of Maryland,Myles,,Poulin,2496534,2,good,TEACHER,PROFESSOR,4.5
Journalism,1270,University of Maryland,Renee,,Poussaint,2092120,3,poor,TEACHER,PROFESSOR,2.0
Business,1270,University of Maryland,Susan,,Powell,2689191,1,good,TEACHER,PROFESSOR,4.0
Journalism,1270,University of Maryland,Elia,,Powers,1785896,2,average,TEACHER,PROFESSOR,3.0
Music,1270,University of Maryland,Nicole,,Powlison,2406618,6,good,TEACHER,PROFESSOR,4.3
English,1270,University of Maryland,Konstantinos,,Pozoukidis,2443197,6,good,TEACHER,PROFESSOR,4.8
Business,1270,University of Maryland,Nagpurnanand,,Prabhala,2179031,1,poor,TEACHER,PROFESSOR,1.0
Nutrition amp Foods,1270,University of Maryland,Abani,,Pradhan,2458404,5,average,TEACHER,PROFESSOR,3.4
Aerospace Studies,1270,University of Maryland,Derek,A,Paley,2480179,2,good,TEACHER,PROFESSOR,5.0
Education,1270,University of Maryland,Kim,,Palombo,1724778,0,zero,TEACHER,PROFESSOR,N/A
Anthropology,1270,University of Maryland,Matthew,,Palus,1258338,3,good,TEACHER,PROFESSOR,4.2
Communication,1270,University of Maryland,Yali,,Pan,2324588,1,good,TEACHER,PROFESSOR,5.0
Philosophy,1270,University of Maryland,Shen,,Pan,2450595,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Kerishma,,Panigrahi,2640934,2,good,TEACHER,PROFESSOR,5.0
Family Studies,1270,University of Maryland,Ashley,,Pantaleao,2556016,1,good,TEACHER,PROFESSOR,4.0
Art,1270,University of Maryland,Irene,,Pantelis,2772746,1,good,TEACHER,PROFESSOR,4.0
Anthropology,1270,University of Maryland,Michael,,Paolisso,1401273,0,zero,TEACHER,PROFESSOR,N/A
Physics,1270,University of Maryland,Konstantinos,,Papadopoulos,2099112,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1270,University of Maryland,Adrian,,Papamarcou,929429,7,good,TEACHER,PROFESSOR,4.2
Foreign Languages,1270,University of Maryland,Elizabeth,A,Papazian,1786038,4,good,TEACHER,PROFESSOR,5.0
Chemistry,1270,University of Maryland,Garegin,,Papoian,2295564,22,poor,TEACHER,PROFESSOR,2.2
Communication,1270,University of Maryland,Mike,,Paquette,1639352,2,good,TEACHER,PROFESSOR,4.8
History,1270,University of Maryland,John,,Parascandola,952201,2,good,TEACHER,PROFESSOR,4.5
Biology,1270,University of Maryland,Beth,,Parent,1258684,10,good,TEACHER,PROFESSOR,3.6
English,1270,University of Maryland,Marisa,,Parham,2711449,1,good,TEACHER,PROFESSOR,5.0
Psychology,1270,University of Maryland,Dirk,,Parham,2174671,58,good,TEACHER,PROFESSOR,4.8
Public Health,1270,University of Maryland,Rajan,,Parikh,2533018,4,poor,TEACHER,PROFESSOR,2.0
Accounting,1270,University of Maryland,Taewoo,,Park,774090,2,good,TEACHER,PROFESSOR,4.8
Engineering,1270,University of Maryland,Donghun,,Park,2389812,4,good,TEACHER,PROFESSOR,4.5
Engineering,1270,University of Maryland,Jongmin,,Park,2654528,1,average,TEACHER,PROFESSOR,3.0
Asian Studies,1270,University of Maryland,Terry,K.,Park,2492228,6,good,TEACHER,PROFESSOR,4.3
Ethnic Studies,1270,University of Maryland,Julie,,Park,1441297,4,average,TEACHER,PROFESSOR,3.4
Business,1270,University of Maryland,Hyunsun,,Park,2690808,2,good,TEACHER,PROFESSOR,5.0
Public Health,1270,University of Maryland,Candace,,Parker,1271066,3,average,TEACHER,PROFESSOR,2.5
Public Policy,1270,University of Maryland,Susan,,Parker,2751518,1,good,TEACHER,PROFESSOR,5.0
Sociology,1270,University of Maryland,Alex,,Parkhouse,2176413,13,good,TEACHER,PROFESSOR,4.6
English,1270,University of Maryland,Elizabeth,,Parr,2795318,0,zero,TEACHER,PROFESSOR,N/A
Communication,1270,University of Maryland,Trevor,,Parry-Giles,85953,14,good,TEACHER,PROFESSOR,3.7
Communication,1270,University of Maryland,Shawn,,Parry-Giles,1017575,2,poor,TEACHER,PROFESSOR,2.3
English,1270,University of Maryland,Clare,,Parsons,2690827,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Gerard,,Passannante,1081499,19,good,TEACHER,PROFESSOR,4.5
Government,1270,University of Maryland,Amy,,Pate,1250473,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1270,University of Maryland,Sheetal,,Patel,914099,6,average,TEACHER,PROFESSOR,2.8
Criminal Justice,1270,University of Maryland,Raymond,,Paternoster,735754,11,good,TEACHER,PROFESSOR,4.3
Business,1270,University of Maryland,Shana,,Patrick,2775319,0,zero,TEACHER,PROFESSOR,N/A
Information Science,1270,University of Maryland,Matthew,,Patrick,2798152,0,zero,TEACHER,PROFESSOR,N/A
Finance,1270,University of Maryland,Aysun,,Paukowits,2667846,0,zero,TEACHER,PROFESSOR,N/A
Biochemistry,1270,University of Maryland,Paul,,Paukstelis,2220089,6,good,TEACHER,PROFESSOR,4.5
Finance,1270,University of Maryland,Julie,,Pavlovsky,2514695,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Richard,,Payne,889067,12,average,TEACHER,PROFESSOR,2.9
English,1270,University of Maryland,Lara,,Payne,2300913,5,poor,TEACHER,PROFESSOR,1.4
Bioengineering,1270,University of Maryland,Gregory,F.,Payne,2321769,1,poor,TEACHER,PROFESSOR,1.0
Communication,1270,University of Maryland,David,,Payne,1509478,16,poor,TEACHER,PROFESSOR,2.3
Public Health,1270,University of Maryland,Devon,,Payne-Sturges,2379339,1,poor,TEACHER,PROFESSOR,1.0
Mathematics,1270,University of Maryland,Don,,Pearman,1340838,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1270,University of Maryland,Shanna,,Pearsom,2801004,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1270,University of Maryland,Margaret,,Pearson,903246,6,good,TEACHER,PROFESSOR,4.2
English,1270,University of Maryland,Barry,,Pearson,1024319,9,good,TEACHER,PROFESSOR,4.7
Public Policy,1270,University of Maryland,Shanna,,Pearson-Merkowitz,2801008,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1270,University of Maryland,John,,Pease,409075,80,good,TEACHER,PROFESSOR,4.4
Mechanical Engineering,1270,University of Maryland,Michael,,Pecht,795462,15,average,TEACHER,PROFESSOR,3.2
Engineering,1270,University of Maryland,Martin,,Peckerar,2438832,2,poor,TEACHER,PROFESSOR,1.0
Environmental Science,1270,University of Maryland,Shannon,,Pederson,2481260,0,zero,TEACHER,PROFESSOR,N/A
Physics,1270,University of Maryland,Alan,,Peel,1141851,40,poor,TEACHER,PROFESSOR,2.3
Environmental Science,1270,University of Maryland,Wendy,,Peer,2722581,2,poor,TEACHER,PROFESSOR,1.0
Nutrition amp Foods,1270,University of Maryland,Kathleen,,Pellechia,2747266,1,good,TEACHER,PROFESSOR,5.0
Languages,1270,University of Maryland,Tamar,,Pelleg,929728,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Chris,Cigsinside,Pelot,2494397,1,good,TEACHER,PROFESSOR,5.0
Kinesiology,1270,University of Maryland,Sushant,,Ranadive,2415543,4,good,TEACHER,PROFESSOR,4.0
Marketing,1270,University of Maryland,William,,Rand,2016692,0,zero,TEACHER,PROFESSOR,N/A
Music,1270,University of Maryland,Martha,,Randall,640786,4,good,TEACHER,PROFESSOR,4.8
Psychology,1270,University of Maryland,Christopher,K,Randall,1802401,3,poor,TEACHER,PROFESSOR,1.9
Social Science,1270,University of Maryland,Julie,,Randolph,2167809,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1270,University of Maryland,Peter,,Rankel,2361562,0,zero,TEACHER,PROFESSOR,N/A
English Language & Literature,1270,University of Maryland,Thibault,,Raoult,2350828,1,poor,TEACHER,PROFESSOR,2.0
Physics,1270,University of Maryland,Michael,,Rapport,1819286,1,good,TEACHER,PROFESSOR,5.0
Business,1270,University of Maryland,Louiqa,,Raschid,1664901,2,poor,TEACHER,PROFESSOR,1.0
Mathematics,1270,University of Maryland,Richard,,Rast,1480563,2,average,TEACHER,PROFESSOR,3.0
Chemistry,1270,University of Maryland,Soumya,,Rastogi,2049101,41,average,TEACHER,PROFESSOR,2.5
